text,label,standard
"Ben üş sene, dörd sene düye getdüm.",Ağız,"Ben üç yıl, dört yıl diye gittim."
Bi sene düşürdüler.,Ağız,Bir yıl eksik yaptırdılar.
Kim yeyüydü la?,Ağız,Kim yiyordu ki?
"Yo, yo heş kümsenün tayınını yemedük.",Ağız,"Hayır, hiç kimsenin yiyeceğini yemedik."
Gafadan atiy.,Ağız,Kafadan atıyordu.
O da bennen barabar asgerüdü.,Ağız,O da benimle beraber askerdeydi.
Eyliydi.,Ağız,İyiydi.
"O zamanın asgerliği nere, şindi nere.",Ağız,"O zamanın askerliği nerede, şimdi nerede."
"Yo, heb gaybetdük.",Ağız,"Hayır, hepsini kaybettik."
"Onlar bitdi, gahdı.",Ağız,"Onlar bitti, gitti."
Onlar heb öldü.,Ağız,Onların hepsi öldü.
Çalğı çaliylardı.,Ağız,Çalgı çalarlardı.
Nası ola?,Ağız,Nasıl olur?
Kor Hamdi vardı.,Ağız,Kör Hamdi vardı.
Hafız vardı.,Ağız,Hafız vardı.
Tanırsun.,Ağız,Tanırsın.
"Burda örendim, he.",Ağız,"Burada öğrendim, evet."
İkki gün gatdılar.,Ağız,İki gün gittiler.
Babbasın görmedüm.,Ağız,Babasını görmedim.
Köppük taştı.,Ağız,Köpük taştı.
Yeşşil elbise geydüm.,Ağız,Yeşil elbise giydim.
Kerre kerre söyledüm.,Ağız,Defalarca söyledim.
Yüzzük aldum.,Ağız,Yüzük aldım.
Galdı orda.,Ağız,Kaldı orada.
Gan gelmedi.,Ağız,Kan gelmedi.
Gış çok sert geçti.,Ağız,Kış çok sert geçti.
Gumaşı serdiler.,Ağız,Kumaşı serdiler.
Guramadılar evi.,Ağız,Kuramadılar evi.
Başna iş açtı.,Ağız,Başına iş açtı.
Gartalları gördük.,Ağız,Kartalları gördük.
Gadar söyle.,Ağız,Kadar söyle.
Gafasına vurdu.,Ağız,Kafasına vurdu.
Neni elbise almışsız.,Ağız,Yeni elbise almışsınız.
Benzer bana.,Ağız,Benziyor bana.
Sona geldik.,Ağız,Sonra geldik.
Anadın mı?,Ağız,Anladın mı?
Borun sesini duydum.,Ağız,Borunun sesini duydum.
Tanısın onu.,Ağız,Tanırsın onu.
Vurmasın kimse.,Ağız,Kimse vurmasın.
Bunun yerinde dur.,Ağız,Bunun yerinde dur.
Kümsenün evine git.,Ağız,Kimsenin evine git.
Abayun üstüne düşme.,Ağız,Ağabeyinin üstüne düşme.
Devletin işi bu.,Ağız,Devletin işi bu.
Tarafın belli olsun.,Ağız,Tarafın belli olsun.
Olursuz orda.,Ağız,Olursunuz orada.
Çıharamassız burdan.,Ağız,Çıkaramazsınız buradan.
Neydiysiz dün?,Ağız,Dün ne yapıyordunuz?
Süngüleyecehsiz askeri.,Ağız,Askeri süngüleyeceksiniz.
Verecegsiz parasını.,Ağız,Parasını vereceksiniz.
Atıyur topu.,Ağız,Topu atıyor.
Alıyur eşyayı.,Ağız,Eşyayı alıyor.
Oluyur işler.,Ağız,İşler oluyor.
Gediyürüs köye.,Ağız,Köye gidiyoruz.
Çekiy ipi.,Ağız,İpi çekiyor.
Oluy sorunlar.,Ağız,Sorunlar oluyor.
Bilüyük biz.,Ağız,Biz biliyoruz.
İsteyiler gelmek.,Ağız,Gelmek istiyorlar.
Diyusun doğruyu.,Ağız,Doğruyu diyorsun.
Deyik bunu.,Ağız,Bunu diyoruz.
Geliyi yarın.,Ağız,Yarın geliyor.
Olduhleyin gittük.,Ağız,Olunca gittik.
Yapılışın böyle.,Ağız,Yapılışı böyle.
Çalıyıp durdu.,Ağız,Çalıp durdu.
Goyurdügün yere bak.,Ağız,Koyduğun yere bak.
Dedühleyin söyledüm.,Ağız,Dediğimde söyledim.
Çıbıyında kaldı.,Ağız,Ortasında kaldı.
Başladuh işe.,Ağız,İşe başladık.
Alduḥ elmayı.,Ağız,Elmayı aldık.
Aldum kitabı.,Ağız,Kitabı aldım.
Geldüm buraya.,Ağız,Buraya geldim.
Bildün meseleyi.,Ağız,Meseleyi bildin.
Didi bana.,Ağız,Bana dedi.
Getdü köye.,Ağız,Köye gitti.
Yaharduz o tarafa.,Ağız,O tarafa yukarı doğru.
Temüzledük bahçeyi.,Ağız,Bahçeyi temizledik.
Yapdiz yemeği.,Ağız,Yemeği yaptınız.
Etmedüler öyle.,Ağız,Öyle yapmadılar.
Çocıhlar geldi.,Ağız,Çocuklar geldi.
Güniy güzeldi.,Ağız,Günü güzeldi.
Mirad buraya geldi.,Ağız,Murat buraya geldi.
Dırbını aldım.,Ağız,Dürbünü aldım.
Minire gördü.,Ağız,Münire gördü.
Ildıysa haber ver.,Ağız,Olduysa haber ver.
Manavra yapdık.,Ağız,Manevra yaptık.
Gardaş ne yapıyoon?,Ağız,Kardeş ne yapıyorsun?
Haçan geldin gari?,Ağız,Ne zaman geldin?
Bu goca bina yeni mi yapıldı?,Ağız,Bu büyük bina yeni mi yapıldı?
Gız çayı demledin mi?,Ağız,Kız çayı demledin mi?
Gitme gari biraz otur,Ağız,Gitme biraz otur
He mi dedim sana,Ağız,Evet mi dedim sana
Goca adam olmuşsun,Ağız,Büyük adam olmuşsun
Daha gelmedi mi bu çocuk?,Ağız,Daha gelmedi mi bu çocuk?
Ha burdan sağa döneceen,Ağız,Buradan sağa döneceksin
Gil bak şurda ne var?,Ağız,Git bak şurada ne var?
Bagiye markete gidiyom,Ağız,Markete gidiyorum
Babam tarlaya gitmiş,Ağız,Babam tarlaya gitmiş
Anan evde mi?,Ağız,Annen evde mi?
Akşam misafir geliyoo,Ağız,Akşam misafir geliyor
Yatıyoo mu o?,Ağız,Yatıyor mu o?
Şurdan bi gıyak ver,Ağız,Oradan biraz su ver.
Soğanı doğradun mu?,Ağız,Soğanı doğradın mı?
Bizim ev burdan yakındur,Ağız,Bizim ev buraya yakındır
Bu akşam sinemaya gidelim mi?,Ağız,Bu akşam sinemaya gidelim mi?
Gardaş hava çok soğudu,Ağız,Kardeş hava çok soğudu
Bu yoğurdu kendim mayaladum,Ağız,Bu yoğurdu kendim mayaladım
Dün pazara gittuydum,Ağız,Dün pazara gitmiştim
Hele otur biraz dinlen,Ağız,Şöyle otur biraz dinlen
Haçan sınavın var?,Ağız,Ne zaman sınavın var?
Goca çuvalı kaldırdın mı?,Ağız,Büyük çuvalı kaldırdın mı?
Gız bana bi su getir,Ağız,Kız bana bir su getir
Gilirsin ordan dümdüz gidersin,Ağız,Gelirsin oradan dümdüz gidersin
Arabanın benzini bitiyoo,Ağız,Arabanın benzini bitiyor
Bu çanta ağır mıdır?,Ağız,Bu çanta ağır mı?
Gari bırak şu telefonu,Ağız,Bırak şu telefonu
Sen dün ders çalıştın mı?,Ağız,Sen dün ders çalıştın mı?
Ha burda oturuyoo,Ağız,Orada oturuyor
Daha dün gelmedin mi sen?,Ağız,Daha dün gelmedin mi sen?
Gardaş gel bi çay içelim,Ağız,Kardeş gel bir çay içelim
Haçan yola çıkıyoz?,Ağız,Ne zaman yola çıkıyoruz?
Bizim bahçe çok geniştir,Ağız,Bizim bahçe çok geniştir
Goca kış geldi,Ağız,Büyük kış geldi
Bu gız çok güzelmiş,Ağız,Bu kız çok güzelmiş
Bagiye pazara gidiyom,Ağız,Pazara gidiyorum
Evde ekmek bitmiş,Ağız,Evde ekmek bitmiş
Anan seni aradı,Ağız,Annen seni aradı
Dün gece yağmur yağdı,Ağız,Dün gece yağmur yağdı
Yemek hazır mıdır?,Ağız,Yemek hazır mı?
Bizim evde misafir var,Ağız,Bizim evde misafir var
He mi geliyosun?,Ağız,Gerçekten geliyor musun?
Çocuk bahçede oynuyoo,Ağız,Çocuk bahçede oynuyor
Git gari çayı koy,Ağız,Git çayı koy
Bu elma çok tatluymuş,Ağız,Bu elma çok tatlıymış
Bugün hava açıldı,Ağız,Bugün hava açıldı
Babam işten geç geldü,Ağız,Babam işten geç geldi
Akşam garajda görüşüyoz,Ağız,Akşam garajda görüşüyoruz
Gardaş şurda bekle,Ağız,Kardeş şurada bekle
Haçan dersin biter?,Ağız,Ne zaman dersin biter?
Goca bahçeyi suladın mı?,Ağız,Büyük bahçeyi suladın mı?
Gız kapıyı kapa,Ağız,Kız kapıyı kapat
Gari gel artık,Ağız,Gel artık
Çorba kaynıyoo,Ağız,Çorba kaynıyor
Bagiye dükkana gidiyom,Ağız,Dükkana gidiyorum
Anan mantı yapmış,Ağız,Annen mantı yapmış
Sen dün gelmedin mi?,Ağız,Sen dün gelmedin mi?
Yarın pazara gidek,Ağız,Yarın pazara gidelim
Git hele şunu al,Ağız,Git şunu al
Bu ekmek taze midir?,Ağız,Bu ekmek taze mi?
Gardaş bi yardım et,Ağız,Kardeş bir yardım et
Haçan maça gidiyoz?,Ağız,Ne zaman maça gidiyoruz?
Bizim köy çok güzeldir,Ağız,Bizim köy çok güzeldir
Goca şehre gittin mi?,Ağız,Büyük şehre gittin mi?
Gız buraya gel,Ağız,Kız buraya gel
Bagiye fırına gidiyom,Ağız,Fırına gidiyorum
Akşam çayı hazır mı?,Ağız,Akşam çayı hazır mı?
Bizim evde soba yanıyoo,Ağız,Bizim evde soba yanıyor
He mi dediydim ben sana,Ağız,Evet mi demiştim sana
Daha beklemedin mi?,Ağız,Daha beklemedin mi?
Gardaş bu soğukta dışarı çıkılmaz,Ağız,Kardeş bu soğukta dışarı çıkılmaz
Haçan gelisen haber ver,Ağız,Ne zaman gelirsen haber ver
Goca çorap almışsın,Ağız,Büyük çorap almışsın
Gız bana bi çay koy,Ağız,Kız bana bir çay koy
Gari şu işi bitir,Ağız,Şu işi bitir
Patatesi soyduydun mu?,Ağız,Patatesi soydun mu?
Anan seni çağırıyo,Ağız,Annen seni çağırıyor
Bizim köyde festival var,Ağız,Bizim köyde festival var
Git pazardan domates al,Ağız,Git pazardan domates al
Bu elma tatluymuş,Ağız,Bu elma tatlıymış
Gardaş gel yanıma,Ağız,Kardeş gel yanıma
Haçan sinemaya gidek?,Ağız,Ne zaman sinemaya gidelim?
Goca masayı taşıdın mı?,Ağız,Büyük masayı taşıdın mı?
Gız git mutfağa bak,Ağız,Kız git mutfağa bak
Gari yeter konuştuğun,Ağız,Yeter konuştun
Bu yoğurt ekşiymiş,Ağız,Bu yoğurt ekşiymiş
Bagiye marketten ekmek al,Ağız,Marketten ekmek al
Bizim evin bahçesi geniştir,Ağız,Bizim evin bahçesi geniştir
He mi gidiyosun?,Ağız,Değil mi gidiyorsun?
Daha dur gari,Ağız,Biraz dur
Gardaş bu soğan pahalıymış,Ağız,Kardeş bu soğan pahalıymış
Haçan bayram olur?,Ağız,Ne zaman bayram olur?
Goca kamyon geçti,Ağız,Büyük kamyon geçti
Gız kapıyı aç,Ağız,Kız kapıyı aç
Bagiye çarşıya gidiyom,Ağız,Çarşıya gidiyorum
Anan yemek yapıyoo,Ağız,Annen yemek yapıyor
Yarın erkenden kalkacaz,Ağız,Yarın erkenden kalkacağız
Git hele şurdan süt al,Ağız,Git şuradan süt al
Bu su soğuktur,Ağız,Bu su soğuk
Gardaş çantayı ver,Ağız,Kardeş çantayı ver
ben on yedi yaşındaykene gittim,Ağız,Ben on yedi yaşındayken gittim
om bej kişinin içine gittim,Ağız,On beş kişinin içine gittim
kaynanamlan da çocum oldu,Ağız,Kayınvalidemle de çocuğum oldu
üş tenesini emzirdi kaynanam,Ağız,Üç tanesini emzirdi kayınvalidem
"daynanamın, dodus teneydi",Ağız,Kayınvalidemin 9 taneydi
on dörd sene bi arada durdum,Ağız,On dört sene bir arada durdum
epsinin çamaşırlanı yıgadım bu ellele,Ağız,Hepsinin çamaşırlarını yıkadım bu ellerle
"ama ep düdüle beni, iş bije yokkeydin düdüle",Ağız,"Ama hep dövdüler beni, hiçbir şey yokken dövdüler"
"memet dayın birinde, eline ekmek almış",Ağız,"Mehmet dayım bir gün, eline ekmek almış"
evelden yemek pişiriydik,Ağız,Eskiden yemek pişiriyorduk
"ben de atej başında duruydum, yemek yaperim",Ağız,"Ben de ateş başında duruyordum, yemek yapıyordum"
"bizim kayınbuba, uşan dedesi ne içi bilmem",Ağız,"Bizim kayınpederimiz, çocuğun dedesi ne için bilmem"
eralde ekmek urıntısı döktü deyi,Ağız,Herhalde ekmek kırıntısı döktü diye
dolu kaldırdı ere urdu,Ağız,Şiddetle kaldırdı yere vurdu
"sona ay öldu ye dedim ben, ondan içi",Ağız,"Sonra 'Ay öldü' dedim ben, ondan için"
gavurun kızı deyi suvacıyla düdü beni,Ağız,Gavurun kızı dedi su taşıyıcısıyla dövdü beni
"evelden suvacıyla su taşırdı, büle sopa gibi",Ağız,"Eskiden su taşıyıcıyla su taşırlardı, böyle sopa gibi"
"iki tarafına iki bakır asarıs, kuyudan su taşırıs",Ağız,"İki tarafına iki bakır asarlar, kuyudan su taşırlar"
çok zor idi kayınbubadan,Ağız,Çok zordu büyükbabadan
onün yaninda,Ağız,Onun yanında
"gece olduneyin, erkişi uyuyeri ya",Ağız,"Gece olunca, erkekler uyuyorlardı ya"
"kimsecik görmesin deyi, dizine oturdurdu da",Ağız,"Kimse görmesin diye, dizine oturturdu da"
dört sefe de onu düdu benim yanımda,Ağız,Dört sefer de onu dövdü benim yanında
"neblem çok fenaydı trametli, bütün kü bilirdi onu",Ağız,"Ne desem çok fenaydı rahmetli, bütün köy bilirdi onu"
"ama nası bilirdi, erkişinin ödü kopadı,adını duydunen",Ağız,"Ama nasıl bilirdi, adını duyunca herkesin ödü kopardı"
dollemin iç biri onün damarina çekmemiş,Ağız,Çocuklarımın hiçbiri ona çekmemiş
çok şükür,Ağız,Çok şükür
"onu alacam, bunu verecem deyi annaşmışlä",Ağız,"Onu alacağım, bunu vereceğim diye anlaşmışlar"
on yedi yaşında evlendik,Ağız,On yedi yaşında evlendik
os sekizde memet oldu iç biribirimizi gormeden evlendik,Ağız,"On sekizde Mehmet oldu, birbirimizi görmeden evlendik"
fereceyle gittim,Ağız,feraceyle gittim
büle er yerim örtüluydu ama dünümde çok yamır yadı,Ağız,Böyle her yerim örtülüydü ama düğünümde çok yağmur yağdı
"bi görecen, ne davıl va, ne zurna",Ağız,"Bir göreceksin ne davul var, ne zurna"
"iş bi jeysiz oldu böle, urüzgar da va",Ağız,"Hiçbir şeysiz oldu böyle, rüzgarda var"
ay ben de çalgıyı zurnayı çok sevedim evel,Ağız,Ay bende çalgıyı zurnayı çok severdim eskiden
asanda ben geldüm,Ağız,Hasanda ben geldim
bakem gitmem gerek,Ağız,Bakayım gitmem gerek
uşan okula gidiyor,Ağız,Çocuk okula gidiyor
güde çok güzel,Ağız,Gövde çok güzel
ben irecep'i gördüm,Ağız,Ben Recep'i gördüm
suvacı su taşıyor,Ağız,Su taşıyıcı su taşıyor
güneş çok sıcak,Ağız,Güneş çok sıcak
köpek uyuyor,Ağız,Köpek uyuyor
eve gittim,Ağız,Eve gittim
ateşte yemek pişiyor,Ağız,Ateşte yemek pişiyor
çalışan adam geldi,Ağız,Çalışan adam geldi
baba bana ekmek aldı,Ağız,Baba bana ekmek aldı
akşamleyin buluşalım,Ağız,Akşamleyin buluşalım
ben gelem,Ağız,Ben geliyorum
yaperiz çalışmayı,Ağız,Yapıyoruz çalışmayı
gelidiynen gittim,Ağız,Gelince gittim
yiyelek sofraya oturduk,Ağız,Yiyerek sofraya oturduk
gızıkan eve gitmiş.,Ağız,Kız iken eve gitmiş.
gozlerine baktı.,Ağız,Gözlerine baktı.
Butun köy buradaydı.,Ağız,Bütün köy buradaydı.
Depene taş düştü.,Ağız,Tepene taş düştü.
Yahmaya başladık.,Ağız,Yakmaya başladık.
Tabah tabah dizmiş.,Ağız,Tabak tabak dizmiş.
Şünkü gelmedim.,Ağız,Çünkü gelmedim.
Bişdi ama bitmedi.,Ağız,Biçti ama bitmedi.
İlelleme hızlı oldu.,Ağız,İlerleme hızlı oldu.
Bunnarı annadırdı.,Ağız,Bunları anlatırdı.
Almıssım unuttum.,Ağız,Almışım unuttum.
Çayyar kırıldı.,Ağız,Çayır kırıldı.
Yazzıda güzelmiş.,Ağız,Yazıda güzelmiş.
Ekmeyor artık.,Ağız,Ekmiyor artık.
Verivermeyoruz.,Ağız,Verivermiyoruz.
Diyelik yarın gidelim.,Ağız,Diyelim yarın gidelim.
Yapıyadım köyde.,Ağız,Yapıyordum köyde.
Hep yazsan nı?,Ağız,Hep yazsan mı?
Gendi yaptı.,Ağız,Kendi yaptı.
Hinici gelmedi.,Ağız,Şimdi gelmedi.
Hindi biçiyor.,Ağız,Şimdi biçiyor.
Himcik geldi.,Ağız,Şimdi geldi.
Şimci gideyim.,Ağız,Şimdi gideyim.
Gaynata pateiz ekiyok.,Ağız,Kayınpeder patates ekiyoruz.
Patezinen geçiniyok.,Ağız,Patates ile geçiniyoruz.
Buyday ekiyok.,Ağız,Buğday ekiyoruz.
Onnarnan gelişiyok.,Ağız,Onlarla geçiniyoruz.
Motoru guyuya bağlardık.,Ağız,Motoru kuyuya bağlardık.
Cereyannan su çıkanyor.,Ağız,Elektrikle su çıkıyor.
Ahırda mallarımız var.,Ağız,Ahırda hayvanlarımız var.
Onnarınan süt üretiyok.,Ağız,Onlarla süt üretiyoruz.
Tezeni yaluyok.,Ağız,Tezeği yakıyoruz.
Zöbıya kömümen atıyon.,Ağız,Sobaya kömür atıyorsun.
Esgiden kömür yohdu.,Ağız,Eskiden kömür yoktu.
Ufaken babasız kaldım.,Ağız,Küçükken babasız kaldım.
Üş sene çobancılıh yapdıh.,Ağız,Üç sene çobancılık yaptık.
Abimnen beraber gittik.,Ağız,Abimle beraber gittik.
Onnarnan beraber geldik.,Ağız,Onlarla beraber geldik.
Çoh yolısulluk çekdik.,Ağız,Çok yoksulluk çektik.
Kimisinin dayanıyıdık.,Ağız,Kimisinin dayanağıydık.
Kimisinin ikdisi olduh.,Ağız,Kimisinin işini gördük.
Herkez bi laf dirdi.,Ağız,Herkes bir laf söyledi.
Baya gelişdik.,Ağız,Bayağı geliştik.
Şundı hepsi iş sahibi.,Ağız,Şimdi hepsi iş sahibi.
Davari var.,Ağız,Davarı var.
Guzumuz var.,Ağız,Kuzumuz var.
Ben gaşdım.,Ağız,Ben kaçtım.
Ne bilüm unuduyom.,Ağız,Ne bileyim unutuyorum.
Pateiz çeşidi çoḥ.,Ağız,Patates çeşidi çok.
Töbe estağfurullah.," ""Ağız"""," ""Tövbe estağfurullah."""
Küfde güzel olmuş.," ""Ağız"""," ""Köfte güzel olmuş."""
Degül öyle.," ""Ağız"""," ""Öyle değil."""
Ağaç kalın gövdeli.," ""Ağız"""," ""Ağaç kalın gövdeli."""
Gara kedi geçti.," ""Ağız"""," ""Kara kedi geçti."""
Kapıyı çıhardı.," ""Ağız"""," ""Kapıyı çıkardı."""
Daş serttir.," ""Ağız"""," ""Taş serttir."""
Örgendi artık.," ""Ağız"""," ""Öğrendi artık."""
Yarın edecök.," ""Ağız"""," ""Yarın edeceğiz."""
Geliy mi o?," ""Ağız"""," ""Geliyor mu o?"""
Kıymaynan yaparım.," ""Ağız"""," ""Kıymayla yaparım."""
Ekmeknan geldi.," ""Ağız"""," ""Ekmek ile geldi."""
Çorbaynan ısındık.," ""Ağız"""," ""Çorba ile ısındık."""
Degülse doğruyu söyle.," ""Ağız"""," ""Değilse doğruyu söyle."""
Töbe yarabbim.," ""Ağız"""," ""Tövbe yarabbim."""
Küfde pişti mi?," ""Ağız"""," ""Köfte pişti mi?"""
Çıhardı dışarıya.," ""Ağız"""," ""Çıkardı dışarıya."""
Gara köpek havladı.," ""Ağız"""," ""Kara köpek havladı."""
Daş yuvarlandı.," ""Ağız"""," ""Taş yuvarlandı."""
Örgendik biz.," ""Ağız"""," ""Öğrendik biz."""
Duriy kapıda.," ""Ağız"""," ""Duruyor kapıda."""
Bakiy sana.," ""Ağız"""," ""Bakıyor sana."""
Koşiy oraya.," ""Ağız"""," ""Koşuyor oraya."""
Edecök bu işi.," ""Ağız"""," ""Edeceğiz bu işi."""
Gidecök yarın.," ""Ağız"""," ""Gideceğiz yarın."""
Unnan hamur yoğurdum.," ""Ağız"""," ""Un ile hamur yoğurdum."""
Degül doğru.," ""Ağız"""," ""Doğru değil."""
Gara tavuk yumurtladı.," ""Ağız"""," ""Kara tavuk yumurtladı."""
Daş sertti.," ""Ağız"""," ""Taş sertti."""
Örgendi çocuk.," ""Ağız"""," ""Öğrendi çocuk."""
Duriy içeride.," ""Ağız"""," ""Duruyor içeride."""
Koşiy bahçeye.," ""Ağız"""," ""Koşuyor bahçeye."""
Edecök yarın alışverişi.," ""Ağız"""," ""alışverişi yarın edeceğiz."""
Gidecök pazara.," ""Ağız"""," ""Pazara gideceğiz."""
Kıymaynan köfte yaptım.," ""Ağız"""," ""Kıymayla köfte yaptım."""
Çorbaynan ekmek yedik.," ""Ağız"""," ""Çorba ile ekmek yedik."""
Unnan börek açtım.," ""Ağız"""," ""Un ile börek açtım."""
Töbe ettim.," ""Ağız"""," ""Tövbe ettim."""
Degülmüş doğru.," ""Ağız"""," ""Doğru değilmiş."""
Gara elbise giydi.," ""Ağız"""," ""Kara elbise giydi."""
Daş attı.," ""Ağız"""," ""Taş attı."""
Çıhardı bahçeye.," ""Ağız"""," ""Bahçeye çıkardı."""
Duriy orada.," ""Ağız"""," ""Duruyor orada."""
Bakiy bize.," ""Ağız"""," ""Bakıyor bize."""
Koşiy köye.," ""Ağız"""," ""Koşuyor köye."""
Edecök yemek.," ""Ağız"""," ""Yemek hazırlayacağız."""
Gidecök sinemaya.," ""Ağız"""," ""Sinemaya gideceğiz."""
Kıymaynan lahmacun açtık.," ""Ağız"""," ""Kıymayla lahmacun açtık."""
Çorbaynan ısındılar.," ""Ağız"""," ""Çorba ile ısındılar."""
Unnan kek yaptık.," ""Ağız"""," ""Un ile kek yaptık."""
ne bileyim? ha yaşım atmışüç.," ""Ağız"""," ""Ne bileyim? Yaşım altmış üç."""
adım da hacer malsız.," ""Ağız"""," ""Adım da Hacer Malsız."""
bizim arılar adamı dirliksiz ediya amma.," ""Ağız"""," ""Bizim arılar adamı huzursuz ediyor ama."""
hı hindi biz bi iş yapmiğoz.," ""Ağız"""," ""Hiç şimdi biz bir iş yapmıyoruz."""
çoru çocü da fıddı işde biri yozgadda.," ""Ağız"""," ""Çoluk çocuk da farklı işte biri Yozgat'ta."""
gelinna gızı ölanı la gız da godunam.," ""Ağız"""," ""Gelinle kızı oğlanı ve kızı da koydum."""
orda yurtda çalişiyo.," ""Ağız"""," ""Orada yurtta çalışıyor."""
ekme gücümüz yo gayri.," ""Ağız"""," ""Ekmek gücümüz yok artık."""
anca garnımızı doyuruyoz işde.," ""Ağız"""," ""Ancak karnımızı doyuruyoruz işte."""
hiş bi şey yapılmıyi.," ""Ağız"""," ""Hiçbir şey yapılmıyor."""
daşılçı geliyo.," ""Ağız"""," ""Davetçi geliyor."""
çalgıcısı oluyo işde.," ""Ağız"""," ""Çalgıcısı oluyor işte."""
bamya tolga pilav ve işde hoşaf.," ""Ağız"""," ""Bamya dolma pilav ve işte hoşaf."""
fazla vermiyoz.," ""Ağız"""," ""Fazla vermiyoruz."""
bunnar işde.," ""Ağız"""," ""Bunlar işte."""
hora gel.," ""Ağız"""," ""Hemen gel."""
horda dur.," ""Ağız"""," ""Orada dur."""
hamırı yoğur.," ""Ağız"""," ""Hamuru yoğur."""
safırda otur.," ""Ağız"""," ""Sefirde otur."""
adım at.," ""Ağız"""," ""Adım at."""
altın buldum.," ""Ağız"""," ""Altın buldum."""
şeşit pişir.," ""Ağız"""," ""Çeşit pişir."""
şoraplarını getir.," ""Ağız"""," ""Çoraplarını getir."""
biatek ver.," ""Ağız"""," ""Bilezik ver."""
erkek geldi.," ""Ağız"""," ""Erkek geldi."""
gece oldu.," ""Ağız"""," ""Gece oldu."""
ayfet ettim.," ""Ağız"""," ""Af ettim."""
gelinne git.," ""Ağız"""," ""Gelinle git."""
yanınna koş.," ""Ağız"""," ""Yanına koş."""
diyirim sana.," ""Ağız"""," ""Diyorum sana."""
sürünüyrüm tarlada.," ""Ağız"""," ""Sürünüyorum tarlada."""
yapıyırı evi.," ""Ağız"""," ""Yapıyor evi."""
bunnarın evi.," ""Ağız"""," ""Bunların evi."""
gız eve gėldi.," ""Ağız"""," ""Kız eve geldi."""
gardaşım geldi.," ""Ağız"""," ""Kardeşim geldi."""
pencereyi açıveri.," ""Ağız"""," ""Pencereyi açıverdi."""
çayı getiri̇veri.," ""Ağız"""," ""Çayı getiriverdi."""
yolu bulıveri.," ""Ağız"""," ""Yolu buluverdi."""
kapıdan giriverdi.," ""Ağız"""," ""Kapıdan giriverdi."""
yağmur yagıyo.," ""Ağız"""," ""Yağmur yağıyor."""
kış geldi gari.," ""Ağız"""," ""Kış geldi artık."""
çocu okula gönderdik.," ""Ağız"""," ""Çocuğu okula gönderdik."""
baba evde mi?," ""Ağız"""," ""Baba evde mi?"""
yeme hazır mı?," ""Ağız"""," ""Yemek hazır mı?"""
çay kaynıyo.," ""Ağız"""," ""Çay kaynıyor."""
yağ tükendi.," ""Ağız"""," ""Yağ tükendi."""
komşu geldi.," ""Ağız"""," ""Komşu geldi."""
bahçe yeşerdi.," ""Ağız"""," ""Bahçe yeşerdi."""
çamaşır astım.," ""Ağız"""," ""Çamaşır astım."""
pazar kalabalıkmış.," ""Ağız"""," ""Pazar kalabalıkmış."""
tavuğu kesdik.," ""Ağız"""," ""Tavuğu kestik."""
düğün vardı.," ""Ağız"""," ""Düğün vardı."""
odunu kırdık.," ""Ağız"""," ""Odunu kırdık."""
ocağı yaktım.," ""Ağız"""," ""Ocağı yaktım."""
soğanı doğradım.," ""Ağız"""," ""Soğanı doğradım."""
çorbayı içtik.," ""Ağız"""," ""Çorbayı içtik."""
süt kaynattık.," ""Ağız"""," ""Süt kaynattık."""
yağ sürdük.," ""Ağız"""," ""Yağ sürdük."""
ekmek pişirdik.," ""Ağız"""," ""Ekmek pişirdik."""
men bu işi diyecem," ""Ağız"""," ""ben bu işi diyeceğim"""
o gün yohmiş evde," ""Ağız"""," ""o gün yokmuş evde"""
surfaya yemek koymuşam," ""Ağız"""," ""sofraya yemek koydum"""
diyirul sana her şeyi," ""Ağız"""," ""sana her şeyi diyoruz"""
giderem okula her gün," ""Ağız"""," ""her gün okula giderim"""
ilan seni sokar ha!," ""Ağız"""," ""yılan seni sokar ha!"""
üzüyü verirem sana," ""Ağız"""," ""yüzüğü veriyorum sana"""
baci bana yardım eti," ""Ağız"""," ""bacı bana yardım etti"""
şanni adamdı babam," ""Ağız"""," ""şanlı adamdır babam"""
var mı evde kimse?," ""Ağız"""," ""evde kimse var mı?"""
yohmiş para cebimde," ""Ağız"""," ""cebimde para yokmuş"""
peşan düşmüş it," ""Ağız"""," ""köpek peşine düşmüş"""
mahna anlamadım men," ""Ağız"""," ""manasını anlamadım ben"""
olmaram böyle adam," ""Ağız"""," ""böyle adam olmam"""
verirem kitabı sana," ""Ağız"""," ""kitabı sana veriyorum"""
çay diyirul men sana," ""Ağız"""," ""çay diyoruz sana"""
bunnar niye gelmir?," ""Ağız"""," ""bunlar niye gelmiyor?"""
çocuğ içan koymuşam," ""Ağız"""," ""çocuk için koydum"""
men heç anlamaram bunu," ""Ağız"""," ""ben hiç anlamam bunu"""
nazli gız idi o," ""Ağız"""," ""nazlı kız idi o"""
yıhıldı," ""Ağız"""," ""yıkıldı"""
heyvah," ""Ağız"""," ""eyvah"""
iraf," ""Ağız"""," ""raf"""
ilan," ""Ağız"""," ""yılan"""
üzük," ""Ağız"""," ""yüzük"""
paşalığí," ""Ağız"""," ""paşalığı"""
eyi," ""Ağız"""," ""iyi"""
heç," ""Ağız"""," ""hiç"""
Baci," ""Ağız"""," ""bacı"""
surfaya," ""Ağız"""," ""sofraya"""
mahna," ""Ağız"""," ""mana"""
sorallar," ""Ağız"""," ""sorarlar"""
